"initial.pop","S.ad","S.jw","S.jhs","S.imm","S.sub","Prod.Rates","philopatry","site.fidelity","number.HS.birds","years.HS"
175,0.82,0.4,0.3,0.4,0.86,0.14,0.5,0.9,0,0
200,0.82,0.4,0.3,0.4,0.86,0.14,0.5,0.9,0,0
100,0.86,0.4,0.3,0.4,0.86,0.14,0.5,0.9,0,0
125,0.86,0.4,0.3,0.4,0.86,0.14,0.5,0.9,0,0
150,0.86,0.4,0.3,0.4,0.86,0.14,0.5,0.9,0,0
175,0.86,0.4,0.3,0.4,0.86,0.14,0.5,0.9,0,0
200,0.86,0.4,0.3,0.4,0.86,0.14,0.5,0.9,0,0
100,0.9,0.4,0.3,0.4,0.86,0.14,0.5,0.9,0,0
125,0.9,0.4,0.3,0.4,0.86,0.14,0.5,0.9,0,0
150,0.9,0.4,0.3,0.4,0.86,0.14,0.5,0.9,0,0
175,0.9,0.4,0.3,0.4,0.86,0.14,0.5,0.9,0,0
200,0.9,0.4,0.3,0.4,0.86,0.14,0.5,0.9,0,0
100,0.78,0.2,0.35,0.4,0.86,0.14,0.5,0.9,0,0
125,0.78,0.2,0.35,0.4,0.86,0.14,0.5,0.9,0,0
150,0.78,0.2,0.35,0.4,0.86,0.14,0.5,0.9,0,0
175,0.78,0.2,0.35,0.4,0.86,0.14,0.5,0.9,0,0
200,0.78,0.2,0.35,0.4,0.86,0.14,0.5,0.9,0,0
100,0.82,0.2,0.35,0.4,0.86,0.14,0.5,0.9,0,0
125,0.82,0.2,0.35,0.4,0.86,0.14,0.5,0.9,0,0
150,0.82,0.2,0.35,0.4,0.86,0.14,0.5,0.9,0,0
175,0.82,0.2,0.35,0.4,0.86,0.14,0.5,0.9,0,0
200,0.82,0.2,0.35,0.4,0.86,0.14,0.5,0.9,0,0
100,0.86,0.2,0.35,0.4,0.86,0.14,0.5,0.9,0,0
125,0.86,0.2,0.35,0.4,0.86,0.14,0.5,0.9,0,0
150,0.86,0.2,0.35,0.4,0.86,0.14,0.5,0.9,0,0
175,0.86,0.2,0.35,0.4,0.86,0.14,0.5,0.9,0,0
200,0.86,0.2,0.35,0.4,0.86,0.14,0.5,0.9,0,0
100,0.9,0.2,0.35,0.4,0.86,0.14,0.5,0.9,0,0
125,0.9,0.2,0.35,0.4,0.86,0.14,0.5,0.9,0,0
150,0.9,0.2,0.35,0.4,0.86,0.14,0.5,0.9,0,0
175,0.9,0.2,0.35,0.4,0.86,0.14,0.5,0.9,0,0
200,0.9,0.2,0.35,0.4,0.86,0.14,0.5,0.9,0,0
100,0.78,0.25,0.35,0.4,0.86,0.14,0.5,0.9,0,0
125,0.78,0.25,0.35,0.4,0.86,0.14,0.5,0.9,0,0
150,0.78,0.25,0.35,0.4,0.86,0.14,0.5,0.9,0,0
175,0.78,0.25,0.35,0.4,0.86,0.14,0.5,0.9,0,0
200,0.78,0.25,0.35,0.4,0.86,0.14,0.5,0.9,0,0
100,0.82,0.25,0.35,0.4,0.86,0.14,0.5,0.9,0,0
125,0.82,0.25,0.35,0.4,0.86,0.14,0.5,0.9,0,0
150,0.82,0.25,0.35,0.4,0.86,0.14,0.5,0.9,0,0
175,0.82,0.25,0.35,0.4,0.86,0.14,0.5,0.9,0,0
200,0.82,0.25,0.35,0.4,0.86,0.14,0.5,0.9,0,0
100,0.86,0.25,0.35,0.4,0.86,0.14,0.5,0.9,0,0
125,0.86,0.25,0.35,0.4,0.86,0.14,0.5,0.9,0,0
150,0.86,0.25,0.35,0.4,0.86,0.14,0.5,0.9,0,0
175,0.86,0.25,0.35,0.4,0.86,0.14,0.5,0.9,0,0
200,0.86,0.25,0.35,0.4,0.86,0.14,0.5,0.9,0,0
100,0.9,0.25,0.35,0.4,0.86,0.14,0.5,0.9,0,0
125,0.9,0.25,0.35,0.4,0.86,0.14,0.5,0.9,0,0
150,0.9,0.25,0.35,0.4,0.86,0.14,0.5,0.9,0,0
175,0.9,0.25,0.35,0.4,0.86,0.14,0.5,0.9,0,0
200,0.9,0.25,0.35,0.4,0.86,0.14,0.5,0.9,0,0
100,0.78,0.3,0.35,0.4,0.86,0.14,0.5,0.9,0,0
125,0.78,0.3,0.35,0.4,0.86,0.14,0.5,0.9,0,0
150,0.78,0.3,0.35,0.4,0.86,0.14,0.5,0.9,0,0
175,0.78,0.3,0.35,0.4,0.86,0.14,0.5,0.9,0,0
200,0.78,0.3,0.35,0.4,0.86,0.14,0.5,0.9,0,0
100,0.82,0.3,0.35,0.4,0.86,0.14,0.5,0.9,0,0
125,0.82,0.3,0.35,0.4,0.86,0.14,0.5,0.9,0,0
150,0.82,0.3,0.35,0.4,0.86,0.14,0.5,0.9,0,0
175,0.82,0.3,0.35,0.4,0.86,0.14,0.5,0.9,0,0
200,0.82,0.3,0.35,0.4,0.86,0.14,0.5,0.9,0,0
100,0.86,0.3,0.35,0.4,0.86,0.14,0.5,0.9,0,0
125,0.86,0.3,0.35,0.4,0.86,0.14,0.5,0.9,0,0
150,0.86,0.3,0.35,0.4,0.86,0.14,0.5,0.9,0,0
175,0.86,0.3,0.35,0.4,0.86,0.14,0.5,0.9,0,0
200,0.86,0.3,0.35,0.4,0.86,0.14,0.5,0.9,0,0
100,0.9,0.3,0.35,0.4,0.86,0.14,0.5,0.9,0,0
125,0.9,0.3,0.35,0.4,0.86,0.14,0.5,0.9,0,0
150,0.9,0.3,0.35,0.4,0.86,0.14,0.5,0.9,0,0
175,0.9,0.3,0.35,0.4,0.86,0.14,0.5,0.9,0,0
200,0.9,0.3,0.35,0.4,0.86,0.14,0.5,0.9,0,0
100,0.78,0.35,0.35,0.4,0.86,0.14,0.5,0.9,0,0
125,0.78,0.35,0.35,0.4,0.86,0.14,0.5,0.9,0,0
150,0.78,0.35,0.35,0.4,0.86,0.14,0.5,0.9,0,0
175,0.78,0.35,0.35,0.4,0.86,0.14,0.5,0.9,0,0
200,0.78,0.35,0.35,0.4,0.86,0.14,0.5,0.9,0,0
100,0.82,0.35,0.35,0.4,0.86,0.14,0.5,0.9,0,0
125,0.82,0.35,0.35,0.4,0.86,0.14,0.5,0.9,0,0
150,0.82,0.35,0.35,0.4,0.86,0.14,0.5,0.9,0,0
175,0.82,0.35,0.35,0.4,0.86,0.14,0.5,0.9,0,0
200,0.82,0.35,0.35,0.4,0.86,0.14,0.5,0.9,0,0
100,0.86,0.35,0.35,0.4,0.86,0.14,0.5,0.9,0,0
125,0.86,0.35,0.35,0.4,0.86,0.14,0.5,0.9,0,0
150,0.86,0.35,0.35,0.4,0.86,0.14,0.5,0.9,0,0
175,0.86,0.35,0.35,0.4,0.86,0.14,0.5,0.9,0,0
200,0.86,0.35,0.35,0.4,0.86,0.14,0.5,0.9,0,0
100,0.9,0.35,0.35,0.4,0.86,0.14,0.5,0.9,0,0
125,0.9,0.35,0.35,0.4,0.86,0.14,0.5,0.9,0,0
150,0.9,0.35,0.35,0.4,0.86,0.14,0.5,0.9,0,0
175,0.9,0.35,0.35,0.4,0.86,0.14,0.5,0.9,0,0
200,0.9,0.35,0.35,0.4,0.86,0.14,0.5,0.9,0,0
100,0.78,0.4,0.35,0.4,0.86,0.14,0.5,0.9,0,0
125,0.78,0.4,0.35,0.4,0.86,0.14,0.5,0.9,0,0
150,0.78,0.4,0.35,0.4,0.86,0.14,0.5,0.9,0,0
175,0.78,0.4,0.35,0.4,0.86,0.14,0.5,0.9,0,0
200,0.78,0.4,0.35,0.4,0.86,0.14,0.5,0.9,0,0
100,0.82,0.4,0.35,0.4,0.86,0.14,0.5,0.9,0,0
125,0.82,0.4,0.35,0.4,0.86,0.14,0.5,0.9,0,0
150,0.82,0.4,0.35,0.4,0.86,0.14,0.5,0.9,0,0
175,0.82,0.4,0.35,0.4,0.86,0.14,0.5,0.9,0,0
200,0.82,0.4,0.35,0.4,0.86,0.14,0.5,0.9,0,0
100,0.86,0.4,0.35,0.4,0.86,0.14,0.5,0.9,0,0
125,0.86,0.4,0.35,0.4,0.86,0.14,0.5,0.9,0,0
150,0.86,0.4,0.35,0.4,0.86,0.14,0.5,0.9,0,0
175,0.86,0.4,0.35,0.4,0.86,0.14,0.5,0.9,0,0
200,0.86,0.4,0.35,0.4,0.86,0.14,0.5,0.9,0,0
100,0.9,0.4,0.35,0.4,0.86,0.14,0.5,0.9,0,0
125,0.9,0.4,0.35,0.4,0.86,0.14,0.5,0.9,0,0
150,0.9,0.4,0.35,0.4,0.86,0.14,0.5,0.9,0,0
175,0.9,0.4,0.35,0.4,0.86,0.14,0.5,0.9,0,0
200,0.9,0.4,0.35,0.4,0.86,0.14,0.5,0.9,0,0
100,0.78,0.2,0.4,0.4,0.86,0.14,0.5,0.9,0,0
125,0.78,0.2,0.4,0.4,0.86,0.14,0.5,0.9,0,0
150,0.78,0.2,0.4,0.4,0.86,0.14,0.5,0.9,0,0
175,0.78,0.2,0.4,0.4,0.86,0.14,0.5,0.9,0,0
200,0.78,0.2,0.4,0.4,0.86,0.14,0.5,0.9,0,0
100,0.82,0.2,0.4,0.4,0.86,0.14,0.5,0.9,0,0
125,0.82,0.2,0.4,0.4,0.86,0.14,0.5,0.9,0,0
150,0.82,0.2,0.4,0.4,0.86,0.14,0.5,0.9,0,0
175,0.82,0.2,0.4,0.4,0.86,0.14,0.5,0.9,0,0
200,0.82,0.2,0.4,0.4,0.86,0.14,0.5,0.9,0,0
100,0.86,0.2,0.4,0.4,0.86,0.14,0.5,0.9,0,0
125,0.86,0.2,0.4,0.4,0.86,0.14,0.5,0.9,0,0
150,0.86,0.2,0.4,0.4,0.86,0.14,0.5,0.9,0,0
175,0.86,0.2,0.4,0.4,0.86,0.14,0.5,0.9,0,0
200,0.86,0.2,0.4,0.4,0.86,0.14,0.5,0.9,0,0
100,0.9,0.2,0.4,0.4,0.86,0.14,0.5,0.9,0,0
125,0.9,0.2,0.4,0.4,0.86,0.14,0.5,0.9,0,0
150,0.9,0.2,0.4,0.4,0.86,0.14,0.5,0.9,0,0
175,0.9,0.2,0.4,0.4,0.86,0.14,0.5,0.9,0,0
200,0.9,0.2,0.4,0.4,0.86,0.14,0.5,0.9,0,0
100,0.78,0.25,0.4,0.4,0.86,0.14,0.5,0.9,0,0
125,0.78,0.25,0.4,0.4,0.86,0.14,0.5,0.9,0,0
150,0.78,0.25,0.4,0.4,0.86,0.14,0.5,0.9,0,0
175,0.78,0.25,0.4,0.4,0.86,0.14,0.5,0.9,0,0
200,0.78,0.25,0.4,0.4,0.86,0.14,0.5,0.9,0,0
100,0.82,0.25,0.4,0.4,0.86,0.14,0.5,0.9,0,0
125,0.82,0.25,0.4,0.4,0.86,0.14,0.5,0.9,0,0
150,0.82,0.25,0.4,0.4,0.86,0.14,0.5,0.9,0,0
175,0.82,0.25,0.4,0.4,0.86,0.14,0.5,0.9,0,0
200,0.82,0.25,0.4,0.4,0.86,0.14,0.5,0.9,0,0
100,0.86,0.25,0.4,0.4,0.86,0.14,0.5,0.9,0,0
125,0.86,0.25,0.4,0.4,0.86,0.14,0.5,0.9,0,0
150,0.86,0.25,0.4,0.4,0.86,0.14,0.5,0.9,0,0
175,0.86,0.25,0.4,0.4,0.86,0.14,0.5,0.9,0,0
200,0.86,0.25,0.4,0.4,0.86,0.14,0.5,0.9,0,0
100,0.9,0.25,0.4,0.4,0.86,0.14,0.5,0.9,0,0
125,0.9,0.25,0.4,0.4,0.86,0.14,0.5,0.9,0,0
150,0.9,0.25,0.4,0.4,0.86,0.14,0.5,0.9,0,0
175,0.9,0.25,0.4,0.4,0.86,0.14,0.5,0.9,0,0
200,0.9,0.25,0.4,0.4,0.86,0.14,0.5,0.9,0,0
100,0.78,0.3,0.4,0.4,0.86,0.14,0.5,0.9,0,0
125,0.78,0.3,0.4,0.4,0.86,0.14,0.5,0.9,0,0
150,0.78,0.3,0.4,0.4,0.86,0.14,0.5,0.9,0,0
175,0.78,0.3,0.4,0.4,0.86,0.14,0.5,0.9,0,0
200,0.78,0.3,0.4,0.4,0.86,0.14,0.5,0.9,0,0
100,0.82,0.3,0.4,0.4,0.86,0.14,0.5,0.9,0,0
125,0.82,0.3,0.4,0.4,0.86,0.14,0.5,0.9,0,0
150,0.82,0.3,0.4,0.4,0.86,0.14,0.5,0.9,0,0
175,0.82,0.3,0.4,0.4,0.86,0.14,0.5,0.9,0,0
200,0.82,0.3,0.4,0.4,0.86,0.14,0.5,0.9,0,0
100,0.86,0.3,0.4,0.4,0.86,0.14,0.5,0.9,0,0
125,0.86,0.3,0.4,0.4,0.86,0.14,0.5,0.9,0,0
150,0.86,0.3,0.4,0.4,0.86,0.14,0.5,0.9,0,0
175,0.86,0.3,0.4,0.4,0.86,0.14,0.5,0.9,0,0
200,0.86,0.3,0.4,0.4,0.86,0.14,0.5,0.9,0,0
100,0.9,0.3,0.4,0.4,0.86,0.14,0.5,0.9,0,0
125,0.9,0.3,0.4,0.4,0.86,0.14,0.5,0.9,0,0
150,0.9,0.3,0.4,0.4,0.86,0.14,0.5,0.9,0,0
175,0.9,0.3,0.4,0.4,0.86,0.14,0.5,0.9,0,0
200,0.9,0.3,0.4,0.4,0.86,0.14,0.5,0.9,0,0
100,0.78,0.35,0.4,0.4,0.86,0.14,0.5,0.9,0,0
125,0.78,0.35,0.4,0.4,0.86,0.14,0.5,0.9,0,0
150,0.78,0.35,0.4,0.4,0.86,0.14,0.5,0.9,0,0
175,0.78,0.35,0.4,0.4,0.86,0.14,0.5,0.9,0,0
200,0.78,0.35,0.4,0.4,0.86,0.14,0.5,0.9,0,0
100,0.82,0.35,0.4,0.4,0.86,0.14,0.5,0.9,0,0
125,0.82,0.35,0.4,0.4,0.86,0.14,0.5,0.9,0,0
150,0.82,0.35,0.4,0.4,0.86,0.14,0.5,0.9,0,0
175,0.82,0.35,0.4,0.4,0.86,0.14,0.5,0.9,0,0
200,0.82,0.35,0.4,0.4,0.86,0.14,0.5,0.9,0,0
100,0.86,0.35,0.4,0.4,0.86,0.14,0.5,0.9,0,0
125,0.86,0.35,0.4,0.4,0.86,0.14,0.5,0.9,0,0
150,0.86,0.35,0.4,0.4,0.86,0.14,0.5,0.9,0,0
175,0.86,0.35,0.4,0.4,0.86,0.14,0.5,0.9,0,0
200,0.86,0.35,0.4,0.4,0.86,0.14,0.5,0.9,0,0
100,0.9,0.35,0.4,0.4,0.86,0.14,0.5,0.9,0,0
125,0.9,0.35,0.4,0.4,0.86,0.14,0.5,0.9,0,0
150,0.9,0.35,0.4,0.4,0.86,0.14,0.5,0.9,0,0
175,0.9,0.35,0.4,0.4,0.86,0.14,0.5,0.9,0,0
200,0.9,0.35,0.4,0.4,0.86,0.14,0.5,0.9,0,0
100,0.78,0.4,0.4,0.4,0.86,0.14,0.5,0.9,0,0
125,0.78,0.4,0.4,0.4,0.86,0.14,0.5,0.9,0,0
150,0.78,0.4,0.4,0.4,0.86,0.14,0.5,0.9,0,0
175,0.78,0.4,0.4,0.4,0.86,0.14,0.5,0.9,0,0
200,0.78,0.4,0.4,0.4,0.86,0.14,0.5,0.9,0,0
100,0.82,0.4,0.4,0.4,0.86,0.14,0.5,0.9,0,0
125,0.82,0.4,0.4,0.4,0.86,0.14,0.5,0.9,0,0
150,0.82,0.4,0.4,0.4,0.86,0.14,0.5,0.9,0,0
175,0.82,0.4,0.4,0.4,0.86,0.14,0.5,0.9,0,0
200,0.82,0.4,0.4,0.4,0.86,0.14,0.5,0.9,0,0
100,0.86,0.4,0.4,0.4,0.86,0.14,0.5,0.9,0,0
125,0.86,0.4,0.4,0.4,0.86,0.14,0.5,0.9,0,0
150,0.86,0.4,0.4,0.4,0.86,0.14,0.5,0.9,0,0
175,0.86,0.4,0.4,0.4,0.86,0.14,0.5,0.9,0,0
200,0.86,0.4,0.4,0.4,0.86,0.14,0.5,0.9,0,0
100,0.9,0.4,0.4,0.4,0.86,0.14,0.5,0.9,0,0
125,0.9,0.4,0.4,0.4,0.86,0.14,0.5,0.9,0,0
150,0.9,0.4,0.4,0.4,0.86,0.14,0.5,0.9,0,0
175,0.9,0.4,0.4,0.4,0.86,0.14,0.5,0.9,0,0
200,0.9,0.4,0.4,0.4,0.86,0.14,0.5,0.9,0,0
100,0.78,0.2,0.2,0.5,0.86,0.14,0.5,0.9,0,0
125,0.78,0.2,0.2,0.5,0.86,0.14,0.5,0.9,0,0
150,0.78,0.2,0.2,0.5,0.86,0.14,0.5,0.9,0,0
175,0.78,0.2,0.2,0.5,0.86,0.14,0.5,0.9,0,0
200,0.78,0.2,0.2,0.5,0.86,0.14,0.5,0.9,0,0
100,0.82,0.2,0.2,0.5,0.86,0.14,0.5,0.9,0,0
125,0.82,0.2,0.2,0.5,0.86,0.14,0.5,0.9,0,0
150,0.82,0.2,0.2,0.5,0.86,0.14,0.5,0.9,0,0
175,0.82,0.2,0.2,0.5,0.86,0.14,0.5,0.9,0,0
200,0.82,0.2,0.2,0.5,0.86,0.14,0.5,0.9,0,0
100,0.86,0.2,0.2,0.5,0.86,0.14,0.5,0.9,0,0
125,0.86,0.2,0.2,0.5,0.86,0.14,0.5,0.9,0,0
150,0.86,0.2,0.2,0.5,0.86,0.14,0.5,0.9,0,0
175,0.86,0.2,0.2,0.5,0.86,0.14,0.5,0.9,0,0
200,0.86,0.2,0.2,0.5,0.86,0.14,0.5,0.9,0,0
100,0.9,0.2,0.2,0.5,0.86,0.14,0.5,0.9,0,0
125,0.9,0.2,0.2,0.5,0.86,0.14,0.5,0.9,0,0
150,0.9,0.2,0.2,0.5,0.86,0.14,0.5,0.9,0,0
175,0.9,0.2,0.2,0.5,0.86,0.14,0.5,0.9,0,0
200,0.9,0.2,0.2,0.5,0.86,0.14,0.5,0.9,0,0
100,0.78,0.25,0.2,0.5,0.86,0.14,0.5,0.9,0,0
125,0.78,0.25,0.2,0.5,0.86,0.14,0.5,0.9,0,0
150,0.78,0.25,0.2,0.5,0.86,0.14,0.5,0.9,0,0
175,0.78,0.25,0.2,0.5,0.86,0.14,0.5,0.9,0,0
200,0.78,0.25,0.2,0.5,0.86,0.14,0.5,0.9,0,0
100,0.82,0.25,0.2,0.5,0.86,0.14,0.5,0.9,0,0
125,0.82,0.25,0.2,0.5,0.86,0.14,0.5,0.9,0,0
150,0.82,0.25,0.2,0.5,0.86,0.14,0.5,0.9,0,0
175,0.82,0.25,0.2,0.5,0.86,0.14,0.5,0.9,0,0
200,0.82,0.25,0.2,0.5,0.86,0.14,0.5,0.9,0,0
100,0.86,0.25,0.2,0.5,0.86,0.14,0.5,0.9,0,0
125,0.86,0.25,0.2,0.5,0.86,0.14,0.5,0.9,0,0
150,0.86,0.25,0.2,0.5,0.86,0.14,0.5,0.9,0,0
175,0.86,0.25,0.2,0.5,0.86,0.14,0.5,0.9,0,0
200,0.86,0.25,0.2,0.5,0.86,0.14,0.5,0.9,0,0
100,0.9,0.25,0.2,0.5,0.86,0.14,0.5,0.9,0,0
125,0.9,0.25,0.2,0.5,0.86,0.14,0.5,0.9,0,0
150,0.9,0.25,0.2,0.5,0.86,0.14,0.5,0.9,0,0
175,0.9,0.25,0.2,0.5,0.86,0.14,0.5,0.9,0,0
200,0.9,0.25,0.2,0.5,0.86,0.14,0.5,0.9,0,0
100,0.78,0.3,0.2,0.5,0.86,0.14,0.5,0.9,0,0
125,0.78,0.3,0.2,0.5,0.86,0.14,0.5,0.9,0,0
150,0.78,0.3,0.2,0.5,0.86,0.14,0.5,0.9,0,0
175,0.78,0.3,0.2,0.5,0.86,0.14,0.5,0.9,0,0
200,0.78,0.3,0.2,0.5,0.86,0.14,0.5,0.9,0,0
100,0.82,0.3,0.2,0.5,0.86,0.14,0.5,0.9,0,0
125,0.82,0.3,0.2,0.5,0.86,0.14,0.5,0.9,0,0
150,0.82,0.3,0.2,0.5,0.86,0.14,0.5,0.9,0,0
175,0.82,0.3,0.2,0.5,0.86,0.14,0.5,0.9,0,0
200,0.82,0.3,0.2,0.5,0.86,0.14,0.5,0.9,0,0
100,0.86,0.3,0.2,0.5,0.86,0.14,0.5,0.9,0,0
125,0.86,0.3,0.2,0.5,0.86,0.14,0.5,0.9,0,0
150,0.86,0.3,0.2,0.5,0.86,0.14,0.5,0.9,0,0
175,0.86,0.3,0.2,0.5,0.86,0.14,0.5,0.9,0,0
200,0.86,0.3,0.2,0.5,0.86,0.14,0.5,0.9,0,0
100,0.9,0.3,0.2,0.5,0.86,0.14,0.5,0.9,0,0
125,0.9,0.3,0.2,0.5,0.86,0.14,0.5,0.9,0,0
150,0.9,0.3,0.2,0.5,0.86,0.14,0.5,0.9,0,0
175,0.9,0.3,0.2,0.5,0.86,0.14,0.5,0.9,0,0
200,0.9,0.3,0.2,0.5,0.86,0.14,0.5,0.9,0,0
100,0.78,0.35,0.2,0.5,0.86,0.14,0.5,0.9,0,0
125,0.78,0.35,0.2,0.5,0.86,0.14,0.5,0.9,0,0
150,0.78,0.35,0.2,0.5,0.86,0.14,0.5,0.9,0,0
175,0.78,0.35,0.2,0.5,0.86,0.14,0.5,0.9,0,0
200,0.78,0.35,0.2,0.5,0.86,0.14,0.5,0.9,0,0
100,0.82,0.35,0.2,0.5,0.86,0.14,0.5,0.9,0,0
125,0.82,0.35,0.2,0.5,0.86,0.14,0.5,0.9,0,0
150,0.82,0.35,0.2,0.5,0.86,0.14,0.5,0.9,0,0
175,0.82,0.35,0.2,0.5,0.86,0.14,0.5,0.9,0,0
200,0.82,0.35,0.2,0.5,0.86,0.14,0.5,0.9,0,0
100,0.86,0.35,0.2,0.5,0.86,0.14,0.5,0.9,0,0
125,0.86,0.35,0.2,0.5,0.86,0.14,0.5,0.9,0,0
150,0.86,0.35,0.2,0.5,0.86,0.14,0.5,0.9,0,0
175,0.86,0.35,0.2,0.5,0.86,0.14,0.5,0.9,0,0
200,0.86,0.35,0.2,0.5,0.86,0.14,0.5,0.9,0,0
100,0.9,0.35,0.2,0.5,0.86,0.14,0.5,0.9,0,0
125,0.9,0.35,0.2,0.5,0.86,0.14,0.5,0.9,0,0
150,0.9,0.35,0.2,0.5,0.86,0.14,0.5,0.9,0,0
175,0.9,0.35,0.2,0.5,0.86,0.14,0.5,0.9,0,0
200,0.9,0.35,0.2,0.5,0.86,0.14,0.5,0.9,0,0
100,0.78,0.4,0.2,0.5,0.86,0.14,0.5,0.9,0,0
125,0.78,0.4,0.2,0.5,0.86,0.14,0.5,0.9,0,0
150,0.78,0.4,0.2,0.5,0.86,0.14,0.5,0.9,0,0
175,0.78,0.4,0.2,0.5,0.86,0.14,0.5,0.9,0,0
200,0.78,0.4,0.2,0.5,0.86,0.14,0.5,0.9,0,0
100,0.82,0.4,0.2,0.5,0.86,0.14,0.5,0.9,0,0
125,0.82,0.4,0.2,0.5,0.86,0.14,0.5,0.9,0,0
150,0.82,0.4,0.2,0.5,0.86,0.14,0.5,0.9,0,0
175,0.82,0.4,0.2,0.5,0.86,0.14,0.5,0.9,0,0
200,0.82,0.4,0.2,0.5,0.86,0.14,0.5,0.9,0,0
100,0.86,0.4,0.2,0.5,0.86,0.14,0.5,0.9,0,0
125,0.86,0.4,0.2,0.5,0.86,0.14,0.5,0.9,0,0
150,0.86,0.4,0.2,0.5,0.86,0.14,0.5,0.9,0,0
175,0.86,0.4,0.2,0.5,0.86,0.14,0.5,0.9,0,0
200,0.86,0.4,0.2,0.5,0.86,0.14,0.5,0.9,0,0
100,0.9,0.4,0.2,0.5,0.86,0.14,0.5,0.9,0,0
125,0.9,0.4,0.2,0.5,0.86,0.14,0.5,0.9,0,0
150,0.9,0.4,0.2,0.5,0.86,0.14,0.5,0.9,0,0
175,0.9,0.4,0.2,0.5,0.86,0.14,0.5,0.9,0,0
200,0.9,0.4,0.2,0.5,0.86,0.14,0.5,0.9,0,0
100,0.78,0.2,0.25,0.5,0.86,0.14,0.5,0.9,0,0
125,0.78,0.2,0.25,0.5,0.86,0.14,0.5,0.9,0,0
150,0.78,0.2,0.25,0.5,0.86,0.14,0.5,0.9,0,0
175,0.78,0.2,0.25,0.5,0.86,0.14,0.5,0.9,0,0
200,0.78,0.2,0.25,0.5,0.86,0.14,0.5,0.9,0,0
100,0.82,0.2,0.25,0.5,0.86,0.14,0.5,0.9,0,0
125,0.82,0.2,0.25,0.5,0.86,0.14,0.5,0.9,0,0
150,0.82,0.2,0.25,0.5,0.86,0.14,0.5,0.9,0,0
175,0.82,0.2,0.25,0.5,0.86,0.14,0.5,0.9,0,0
200,0.82,0.2,0.25,0.5,0.86,0.14,0.5,0.9,0,0
100,0.86,0.2,0.25,0.5,0.86,0.14,0.5,0.9,0,0
125,0.86,0.2,0.25,0.5,0.86,0.14,0.5,0.9,0,0
150,0.86,0.2,0.25,0.5,0.86,0.14,0.5,0.9,0,0
175,0.86,0.2,0.25,0.5,0.86,0.14,0.5,0.9,0,0
200,0.86,0.2,0.25,0.5,0.86,0.14,0.5,0.9,0,0
100,0.9,0.2,0.25,0.5,0.86,0.14,0.5,0.9,0,0
125,0.9,0.2,0.25,0.5,0.86,0.14,0.5,0.9,0,0
150,0.9,0.2,0.25,0.5,0.86,0.14,0.5,0.9,0,0
175,0.9,0.2,0.25,0.5,0.86,0.14,0.5,0.9,0,0
200,0.9,0.2,0.25,0.5,0.86,0.14,0.5,0.9,0,0
100,0.78,0.25,0.25,0.5,0.86,0.14,0.5,0.9,0,0
125,0.78,0.25,0.25,0.5,0.86,0.14,0.5,0.9,0,0
150,0.78,0.25,0.25,0.5,0.86,0.14,0.5,0.9,0,0
175,0.78,0.25,0.25,0.5,0.86,0.14,0.5,0.9,0,0
200,0.78,0.25,0.25,0.5,0.86,0.14,0.5,0.9,0,0
100,0.82,0.25,0.25,0.5,0.86,0.14,0.5,0.9,0,0
125,0.82,0.25,0.25,0.5,0.86,0.14,0.5,0.9,0,0
150,0.82,0.25,0.25,0.5,0.86,0.14,0.5,0.9,0,0
175,0.82,0.25,0.25,0.5,0.86,0.14,0.5,0.9,0,0
200,0.82,0.25,0.25,0.5,0.86,0.14,0.5,0.9,0,0
100,0.86,0.25,0.25,0.5,0.86,0.14,0.5,0.9,0,0
125,0.86,0.25,0.25,0.5,0.86,0.14,0.5,0.9,0,0
150,0.86,0.25,0.25,0.5,0.86,0.14,0.5,0.9,0,0
175,0.86,0.25,0.25,0.5,0.86,0.14,0.5,0.9,0,0
200,0.86,0.25,0.25,0.5,0.86,0.14,0.5,0.9,0,0
100,0.9,0.25,0.25,0.5,0.86,0.14,0.5,0.9,0,0
125,0.9,0.25,0.25,0.5,0.86,0.14,0.5,0.9,0,0
150,0.9,0.25,0.25,0.5,0.86,0.14,0.5,0.9,0,0
175,0.9,0.25,0.25,0.5,0.86,0.14,0.5,0.9,0,0
200,0.9,0.25,0.25,0.5,0.86,0.14,0.5,0.9,0,0
100,0.78,0.3,0.25,0.5,0.86,0.14,0.5,0.9,0,0
125,0.78,0.3,0.25,0.5,0.86,0.14,0.5,0.9,0,0
150,0.78,0.3,0.25,0.5,0.86,0.14,0.5,0.9,0,0
175,0.78,0.3,0.25,0.5,0.86,0.14,0.5,0.9,0,0
200,0.78,0.3,0.25,0.5,0.86,0.14,0.5,0.9,0,0
100,0.82,0.3,0.25,0.5,0.86,0.14,0.5,0.9,0,0
125,0.82,0.3,0.25,0.5,0.86,0.14,0.5,0.9,0,0
150,0.82,0.3,0.25,0.5,0.86,0.14,0.5,0.9,0,0
175,0.82,0.3,0.25,0.5,0.86,0.14,0.5,0.9,0,0
200,0.82,0.3,0.25,0.5,0.86,0.14,0.5,0.9,0,0
100,0.86,0.3,0.25,0.5,0.86,0.14,0.5,0.9,0,0
125,0.86,0.3,0.25,0.5,0.86,0.14,0.5,0.9,0,0
150,0.86,0.3,0.25,0.5,0.86,0.14,0.5,0.9,0,0
175,0.86,0.3,0.25,0.5,0.86,0.14,0.5,0.9,0,0
